Year,Value_mm,Flag1,Flag2
2013.0417,2109,3,0
2013.125,2023,0,0
2013.2083,2077,5,0
2013.2917,2175,1,0
2013.375,2250,0,0
2013.4583,2260,3,0
2013.5417,2235,1,0
2013.625,2262,0,0
2013.7083,2263,0,0
2013.7917,2289,7,0
2014.125,2041,3,0
2014.2083,2094,0,0
2014.2917,2304,0,0
2014.375,2277,0,0
2014.4583,2286,0,0
2014.5417,2231,0,0
2014.625,2199,0,0
2014.7083,2264,0,0
2014.7917,2269,0,0
2014.875,2290,0,0
2014.9583,2299,0,0
